dept,insee,cp,nom,priorite
"95","95388","95180",Menucourt,"2"
"1","1264","1310",Montracol,"5"
"34","34122","34725",JonquiÃ¨res,"6"
"81","81039","81390",Briatexte,"7"
"34","34126","34240",Lamalou-les-Bains,"4"
"86","86158","86440",MignÃ©-Auxances,"2"
"1","1369","1250",Saint-Just,"4"
"3","3286","3400",Toulon-sur-Allier,"4"
"69","69142","69350",La MulatiÃ¨re,"1"
"57","57289","57910",Hambach,"5"
"19","19005","19240",Allassac,"4"
"69","69292","69580",Sathonay-Camp,"1"
"81","81002","81200",Aiguefonde,"7"
"1","1291","1540",Perrex,"7"
"34","34053","34600",Carlencas-et-Levas,"7"
"81","81283","81600",Senouillac,"7"
"81","81305","81330",Vabre,"7"
"73","73315","73390",Villard-LÃ©ger,"7"
"1","1046","1290",Biziat,"7"
"95","95218","95610",Eragny,"2"
"1","1259","1310",Montcet,"7"
"81","81079","81120",DÃ©nat,"6"
"34","34062","34600",Caussiniojouls,"7"
"1","1368","1540",Saint-Julien-sur-Veyle,"7"
"34","34067","34190",Cazilhac,"4"
"63","63124","63800",Cournon-d'Auvergne,"1"
"34","34080","34390",ColombiÃ¨res-sur-Orb,"7"
"1","1084","1400",Chanoz-ChÃ¢tenay,"6"
"73","73041","73390",Betton-Bettonet,"7"
"1","1053","1000",Bourg-en-Bresse,"2"
"7","7002","7200",Ailhon,"6"
"42","42132","42520",Malleval,"6"
"42","42177","42720",Pouilly-sous-Charlieu,"7"
"21","21570","21320",Sainte-Sabine,"7"
"7","7348","7200",VogÃƒÂ¼Ã©,"7"
"7","7241","7170",Saint-Germain,"7"
"7","7159","7170",Mirabel,"7"
"1","1373","1430",Saint-Martin-du-FrÃªne,"7"
"7","7247","7580",Saint-Jean-le-Centenier,"7"
"42","42030","42260",Bussy-Albieux,"7"
"1","1293","1430",Peyriat,"7"
"86","86095","86130",Dissay,"5"
"43","43025","43590",Beauzac,"7"
"69","69006","69550",Amplepuis,"3"
"17","17415","17100",Saintes,"2"
"31","31120","31530",Le CastÃ©ra,"4"
"73","73068","73390",Chamousset,"7"
"86","86180","86340",NouaillÃ©-Maupertuis,"7"
"21","21238","21540",Echannay,"7"
"1","1113","1400",Condeissiat,"6"
"25","25411","25500",Morteau,"3"
"30","30049","30190",Bourdic,"7"
"73","73168","73220",Montgilbert,"7"
"7","7302","7210",Saint-Vincent-de-BarrÃ¨s,"7"
"1","1328","1400",Romans,"6"
"1","1428","1140",Valeins,"7"
"1","1101","1430",Chevillard,"7"
"35","35219","35550",Pipriac,"4"
"7","7347","7690",Vocance,"7"
"76","76238","76133",Epouville,"4"
"42","42156","42590",Neulise,"7"
"34","34111","34190",Ganges,"3"
"1","1175","1190",Gorrevod,"5"
"1","1364","1560",Saint-Jean-sur-Reyssouze,"7"
"25","25240","25500",Les Fins,"5"
"60","60414","60160",Montataire,"2"
"34","34216","34600",Le Pradal,"7"
"1","1228","1430",Maillat,"7"
"69","69277","69740",Genas,"2"
"3","3073","3210",Chemilly,"7"
"1","1128","1560",Courtes,"7"
"34","34119","34600",HÃ©rÃ©pian,"7"
"38","38393","38260",Saint-Hilaire-de-la-CÃ´te,"7"
"95","95229","95460",Ezanville,"2"
"1","1356","1400",Saint-Georges-sur-Renon,"6"
"1","1231","1570",Manziat,"7"
"57","57597","57780",Rosselange,"4"
"81","81220","81800",Rabastens,"3"
"1","1329","1510",Rossillon,"7"
"1","1196","1340",Jayat,"7"
"1","1351","1140",Saint-Etienne-sur-Chalaronne,"7"
"86","86258","86140",ScorbÃ©-Clairvaux,"5"
"79","79103","79440",Courlay,"7"
"1","1236","1340",Marsonnas,"7"
"42","42123","42420",Lorette,"4"
"56","56091","56120",Josselin,"3"
"56","56017","56500",Bignan,"3"
"56","56070","56120",GuÃ©gon,"6"
"1","1112","1430",Condamine,"7"
"56","56172","56420",Plumelec,"3"
"1","1085","1240",La Chapelle-du-ChÃ¢telard,"6"
"1","1266","1340",Montrevel-en-Bresse,"4"
"31","31281","31330",Launac,"3"
"7","7031","7460",Berrias-et-Casteljau,"7"
"57","57724","57185",Vitry-sur-Orne,"4"
"76","76377","76230",Isneauville,"1"
"57","57663","57525",Talange,"2"
"87","87011","87300",Bellac,"6"
"1","1332","1380",Saint-AndrÃ©-de-BÃ¢gÃ©,"7"
"34","34011","34150",Arboras,"7"
"1","1375","1310",Saint-Martin-le-ChÃ¢tel,"5"
"1","1140","1310",Curtafond,"7"
"1","1365","1290",Saint-Jean-sur-Veyle,"6"
"64","64061","64170",Artix,"3"
"1","1381","1320",Saint-Nizier-le-DÃ©sert,"6"
"1","1306","1290",Pont-de-Veyle,"7"
"7","7336","7260",Vernon,"7"
"1","1242","1450",MÃ©rignat,"7"
"56","56124","56140",Malestroit,"3"
"1","1398","1480",Savigneux,"6"
"3","3002","3210",Agonges,"7"
"86","86133","86240",LigugÃ©,"2"
"38","38101","38550",Cheyssieu,"4"
"38","38259","38122",Montseveroux,"7"
"60","60665","60280",Venette,"2"
"1","1408","1250",Simandre-sur-Suran,"7"
"25","25463","25150",Pont-de-Roide-Vermondans,"4"
"78","78380","78580",Maule,"2"
"3","3255","3800",Saint-Priest-d'Andelot,"7"
"95","95612","95500",Le Thillay,"2"
"1","1200","1450",Labalme,"7"
"7","7131","7200",Lanas,"7"
"1","1074","1320",Chalamont,"4"
"1","1429","1660",Vandeins,"7"
"1","1096","1660",Chaveyriat,"7"
"31","31212","31380",Garidech,"2"
"1","1052","1330",Bouligneux,"6"
"1","1443","1330",Villars-les-Dombes,"3"
"2","2594","2470",Passy-en-Valois,"7"
"34","34149","34320",Margon,"5"
"3","3216","3420",Ronnet,"7"
"86","86157","86550",Mignaloux-Beauvoir,"2"
"1","1021","1480",Ars-sur-Formans,"4"
"1","1193","1300",Izieu,"6"
"56","56153","56130",PÃ©aule,"4"
"63","63345","63122",Saint-GenÃ¨s-Champanelle,"5"
"34","34211","34600",Le Poujol-sur-Orb,"7"
"1","1382","1330",Sainte-Olive,"6"
"1","1207","1330",Lapeyrouse,"7"
"86","86174","86530",NaintrÃ©,"5"
"30","30103","30390",Domazan,"5"
"39","39333","39260",Moirans-en-Montagne,"6"
"1","1269","1460",Nantua,"3"
"56","56184","56230",Questembert,"2"
"1","1307","1460",Port,"7"
"31","31368","31290",Montclar-Lauragais,"6"
"63","63453","63910",Vertaizon,"5"
"34","34215","34230",Pouzols,"5"
"56","56247","56250",Sulniac,"5"
"34","34182","34120",NÃ©zignan-l'EvÃªque,"3"
"1","1110","1300",Colomieu,"7"
"63","63457","63270",Vic-le-Comte,"4"
"7","7342","7690",Villevocance,"7"
"69","69291","69360",Saint-Symphorien-d'Ozon,"2"
"63","63455","63960",Veyre-Monton,"3"
"73","73196","73200",Pallud,"7"
"31","31338","31530",Menville,"2"
"7","7044","7340",Brossainc,"7"
"1","1456","1350",Vongnes,"7"
"26","26131","26160",Eyzahut,"7"
"73","73061","73200",CÃ©sarches,"7"
"42","42003","42820",Ambierle,"7"
"1","1067","1430",Ceignes,"7"
"1","1211","1240",Lent,"6"
"95","95680","95400",Villiers-le-Bel,"2"
"1","1142","1120",Dagneux,"2"
"1","1028","1990",Baneins,"6"
"21","21712","21190",Volnay,"7"
"38","38499","38350",Susville,"7"
"2","2620","2370",Presles-et-Boves,"7"
"73","73110","73540",Esserts-Blay,"7"
"1","1383","1240",Saint-Paul-de-Varax,"5"
"1","1146","1400",Dompierre-sur-Chalaronne,"6"
"31","31089","31530",Bretx,"3"
"73","73211","73720",Queige,"7"
"69","69238","69590",Saint-Symphorien-sur-Coise,"3"
"42","42176","42155",Pouilly-les-Nonains,"7"
"26","26031","26160",La BÃ¢tie-Rolland,"6"
"7","7063","7300",Cheminas,"7"
"21","21603","21140",Semur-en-Auxois,"4"
"86","86297","86580",Vouneuil-sous-Biard,"2"
"56","56117","56500",LocminÃ©,"2"
"56","56244","56460",SÃ©rent,"3"
"45","45298","45750",Saint-PryvÃ©-Saint-Mesmin,"1"
"34","34104","34320",Fos,"7"
"7","7086","7300",Etables,"7"
"1","1319","1990",Relevant,"4"
"95","95392","95630",MÃ©riel,"2"
"34","34130","34480",Laurens,"6"
"60","60338","60610",Lacroix-Saint-Ouen,"2"
"1","1235","1240",Marlieux,"7"
"76","76026","76880",Arques-la-Bataille,"3"
"45","45300","45640",Sandillon,"2"
"78","78314","78440",Issou,"2"
"30","30138","30980",Langlade,"4"
"38","38038","38690",Belmont,"7"
"45","45235","45140",Ormes,"1"
"84","84004","84810",Aubignan,"3"
"7","7169","7370",Ozon,"7"
"84","84012","84190",Beaumes-de-Venise,"3"
"1","1090","1320",ChÃ¢tenay,"6"
"1","1415","1510",Talissieu,"6"
"76","76482","76550",Offranville,"6"
"30","30111","30700",Foissac,"7"
"1","1349","1800",Saint-Eloi,"6"
"2","2157","2000",Chambry,"3"
"21","21663","21150",Venarey-les-Laumes,"7"
"86","86294","86190",VouillÃ©,"5"
"1","1166","1480",Frans,"4"
"31","31387","31430",Montoussin,"7"
"39","39526","39500",Tavaux,"5"
"60","60382","60280",Margny-lÃ¨s-CompiÃ¨gne,"2"
"1","1333","1390",Saint-AndrÃ©-de-Corcy,"2"
"84","84030","84330",Caromb,"3"
"1","1149","1500",Douvres,"5"
"84","84036","84470",ChÃ¢teauneuf-de-Gadagne,"2"
"21","21425","21500",Montbard,"6"
"45","45093","45520",Chevilly,"2"
"21","21166","21300",ChenÃ´ve,"1"
"34","34021","34360",Babeau-Bouldoux,"5"
"45","45314","45450",Sully-la-Chapelle,"5"
"42","42162","42155",Ouches,"7"
"56","56053","56250",Elven,"2"
"42","42071","42120",Le Coteau,"3"
"84","84041","84410",Crillon-le-Brave,"7"
"11","11226","11420",Mayreville,"7"
"1","1145","1240",Dompierre-sur-Veyle,"7"
"45","45075","45380",La Chapelle-Saint-Mesmin,"1"
"81","81249","81190",Sainte-Gemme,"7"
"81","81232","81150",Rouffiac,"7"
"56","56231","56250",Saint-Nolff,"4"
"84","84059","84190",Lafare,"7"
"34","34338","34800",Villeneuvette,"7"
"81","81225","81600",RiviÃ¨res,"5"
"22","22225","22970",Ploumagoar,"3"
"81","81059","81990",Carlus,"7"
"81","81043","81300",Busque,"6"
"81","81321","81240",Le Vintrou,"7"
"81","81267","81330",Saint-Pierre-de-Trivisy,"7"
"91","91340","91090",Lisses,"2"
"45","45142","45450",Fay-aux-Loges,"3"
"45","45008","45410",Artenay,"3"
"81","81235","81290",Saint-Affrique-les-Montagnes,"7"
"81","81186","81190",MoularÃ¨s,"7"
"45","45169","45140",IngrÃ©,"1"
"34","34027","34160",Beaulieu,"3"
"31","31413","31480",Pelleport,"6"
"31","31592","31330",Larra,"2"
"45","45346","45530",Vitry-aux-Loges,"3"
"91","91494","91220",Le Plessis-PÃ¢tÃ©,"2"
"34","34228","34220",Rieussec,"6"
"76","76165","76320",Caudebec-lÃ¨s-Elbeuf,"1"
"42","42208","42320",Saint-Christo-en-Jarez,"6"
"31","31156","31480",Cox,"7"
"56","56206","56890",Saint-AvÃ©,"2"
"81","81021","81200",Aussillon,"5"
"45","45146","45240",La FertÃ©-Saint-Aubin,"2"
"45","45285","45140",Saint-Jean-de-la-Ruelle,"1"
"63","63032","63110",Beaumont,"1"
"84","84067","84870",Loriol-du-Comtat,"4"
"1","1353","1600",Sainte-EuphÃ©mie,"3"
"1","1371","1390",Saint-Marcel,"6"
"17","17164","17100",Fontcouverte,"6"
"44","44122","44390",Petit-Mars,"2"
"28","28391","28310",Toury,"3"
"45","45067","45380",Chaingy,"3"
"84","84028","84290",Cairanne,"6"
"1","1102","1190",Chevroux,"7"
"1","1406","1560",Servignat,"7"
"45","45269","45130",Saint-Ay,"4"
"71","71230","71130",Gueugnon,"5"
"71","71346","71420",Perrecy-les-Forges,"7"
"1","1367","1560",Saint-Julien-sur-Reyssouze,"7"
"1","1296","1270",Pirajoux,"6"
"45","45194","45430",MardiÃ©,"1"
"34","34243","34190",Saint-Bauzille-de-Putois,"7"
"1","1094","1190",Chavannes-sur-Reyssouze,"7"
"45","45258","45390",Puiseaux,"3"
"2","2624","2120",Proisy,"7"
"44","44152","44160",Sainte-Anne-sur-Brivet,"3"
"30","30039","30320",Bezouce,"3"
"45","45098","45370",ClÃ©ry-Saint-AndrÃ©,"3"
"45","45224","45170",Neuville-aux-Bois,"2"
"1","1173","1170",Gex,"2"
"39","39362","39570",Montmorot,"3"
"78","78362","78711",Mantes-la-Ville,"2"
"17","17283","17800",Pons,"4"
"21","21317","21120",Is-sur-Tille,"3"
"1","1005","1330",AmbÃ©rieux-en-Dombes,"3"
"1","1229","1340",Malafretaz,"7"
"21","21021","21560",Arc-sur-Tille,"4"
"31","31136","31620",CÃ©pet,"2"
"1","1038","1370",BÃ©ny,"7"
"21","21292","21110",Genlis,"4"
"45","45252","45300",Pithiviers,"2"
"31","31383","31380",Montjoire,"4"
"31","31415","31420",Peyrouzet,"7"
"84","84072","84380",Mazan,"3"
"1","1049","1120",La Boisse,"4"
"49","49063","49290",Chalonnes-sur-Loire,"3"
"31","31320","31390",Marquefave,"4"
"34","34222","34230",Puilacher,"5"
"31","31211","31620",Gargas,"5"
"1","1334","1290",Saint-AndrÃ©-d'Huiriat,"7"
"77","77143","77124",CrÃ©gy-lÃ¨s-Meaux,"2"
"31","31252","31620",Labastide-Saint-Sernin,"2"
"91","91086","91070",Bondoufle,"2"
"1","1203","1290",Laiz,"5"
"31","31467","31140",Saint-Alban,"1"
"58","58095","58300",Decize,"4"
"31","31049","31380",Bazus,"3"
"1","1344","1000",Saint-Denis-lÃ¨s-Bourg,"3"
"60","60368","60150",Longueil-Annel,"2"
"45","45179","45740",Lailly-en-Val,"4"
"1","1385","1310",Saint-RÃ©my,"6"
"31","31490","31790",Saint-Jory,"1"
"31","31162","31450",Donneville,"4"
"31","31079","31620",Bouloc,"2"
"70","70451","70250",Ronchamp,"6"
"21","21515","21800",Quetigny,"1"
"58","58214","58320",Pougues-les-Eaux,"7"
"45","45178","45270",Ladon,"7"
"58","58149","58170",Luzy,"6"
"30","30030","30700",Baron,"7"
"70","70388","70000",Noidans-lÃ¨s-Vesoul,"5"
"84","84077","84330",ModÃ¨ne,"7"
"58","58182","58290",Moulins-Engilbert,"7"
"34","34029","34230",BÃ©larga,"6"
"31","31358","31380",Montastruc-la-ConseillÃ¨re,"2"
"95","95280","95190",Goussainville,"2"
"58","58088","58660",Coulanges-lÃ¨s-Nevers,"6"
"58","58264","58240",Saint-Pierre-le-MoÃ»tier,"6"
"1","1336","1960",Saint-AndrÃ©-sur-Vieux-Jonc,"6"
"1","1405","1960",Servas,"4"
"1","1412","1400",Sulignat,"7"
"39","39478","39200",Saint-Claude,"4"
"21","21607","21250",Seurre,"5"
"58","58046","58340",Cercy-la-Tour,"7"
"21","21710","21350",Vitteaux,"7"
"7","7299","7290",Saint-Symphorien-de-Mahun,"7"
"90","90076","90160",PÃ©rouse,"7"
"34","34012","34380",Argelliers,"6"
"34","34017","34530",Aumes,"4"
"34","34030","34360",Berlou,"7"
"34","34041","34800",Brignac,"5"
"34","34047","34230",Campagnan,"6"
"60","60057","60000",Beauvais,"2"
"1","1077","1450",Challes-la-Montagne,"7"
"16","16236","16440",Mouthiers-sur-BoÃ«me,"7"
"31","31293","31150",Lespinasse,"1"
"34","34070","34360",CÃ©bazan,"4"
"1","1335","1240",Saint-AndrÃ©-le-Bouchoux,"7"
"69","69271","69680",Chassieu,"1"
"58","58131","58130",GuÃ©rigny,"7"
"34","34060","34380",Causse-de-la-Selle,"6"
"34","34065","34460",Cazedarnes,"4"
"69","69029","69500",Bron,"1"
"34","34113","34770",Gigean,"2"
"34","34083","34240",Combes,"7"
"30","30308","30700",Sanilhac-SagriÃ¨s,"7"
"1","1272","1400",Neuville-les-Dames,"4"
"30","30211","30129",Redessan,"2"
"31","31366","31450",Montbrun-Lauragais,"2"
"42","42109","42130",L'HÃ´pital-sous-Rochefort,"7"
"34","34124","34800",Lacoste,"6"
"34","34035","34150",La BoissiÃ¨re,"3"
"60","60178","60360",CrÃ¨vecoeur-le-Grand,"4"
"45","45068","45120",ChÃ¢lette-sur-Loing,"2"
"31","31239","31230",L'Isle-en-Dodon,"7"
"70","70120","70290",Champagney,"5"
"45","45254","45500",Poilly-lez-Gien,"6"
"34","34118","34820",Guzargues,"3"
"45","45244","45570",Ouzouer-sur-Loire,"3"
"60","60234","60600",Fitz-James,"4"
"69","69276","69320",Feyzin,"1"
"58","58194","58000",Nevers,"2"
"86","86263","86240",Smarves,"4"
"56","56222","56660",Saint-Jean-BrÃ©velay,"4"
"34","34132","34700",Lauroux,"7"
"30","30292","30330",Saint-Pons-la-Calm,"7"
"29","29004","29380",Bannalec,"3"
"45","45061","45120",Cepoy,"3"
"1","1393","1400",Sandrans,"7"
"45","45273","45550",Saint-Denis-de-l'HÃ´tel,"4"
"35","35125","35130",La Guerche-de-Bretagne,"3"
"34","34313","34230",Tressan,"6"
"34","34008","34600",Les Aires,"7"
"38","38130","38260",La CÃ´te-Saint-AndrÃ©,"3"
"1","1359","1240",Saint-Germain-sur-Renon,"7"
"38","38473","38260",Sardieu,"7"
"34","34028","34600",BÃ©darieux,"4"
"34","34016","34230",Aumelas,"3"
"34","34024","34540",Balaruc-le-Vieux,"2"
"38","38221","38980",Marnans,"7"
"35","35264","35220",Saint-Didier,"4"
"30","30207","30210",Pouzilhac,"6"
"29","29241","29140",Rosporden,"2"
"34","34044","34480",Cabrerolles,"7"
"38","38032","38270",Beaufort,"7"
"34","34042","34190",Brissac,"4"
"34","34023","34540",Balaruc-les-Bains,"2"
"30","30295","30700",Saint-Quentin-la-Poterie,"5"
"30","30035","30580",BelvÃ©zet,"7"
"34","34056","34120",Castelnau-de-Guers,"4"
"34","34069","34370",Cazouls-lÃ¨s-BÃ©ziers,"6"
"1","1299","1330",Le Plantay,"7"
"38","38556","38150",Ville-sous-Anjou,"7"
"1","1250","1600",MisÃ©rieux,"5"
"95","95205","95440",Ecouen,"2"
"38","38240","38270",Moissieu-sur-Dolon,"5"
"38","38058","38590",BrÃ©zins,"6"
"38","38066","38122",Chalon,"7"
"30","30248","30190",Saint-DÃ©zÃ©ry,"7"
"38","38311","38260",Pommier-de-Beaurepaire,"5"
"34","34079","34800",Clermont-l'HÃ©rault,"2"
"38","38459","38200",Saint-Sorlin-de-Vienne,"6"
"38","38406","38122",Saint-Julien-de-l'Herms,"7"
"35","35291","35120",Saint-Marcan,"7"
"86","86137","86200",Loudun,"4"
"26","26321","26340",Saint-Nazaire-le-DÃ©sert,"7"
"38","38238","38440",Moidieu-DÃ©tourbe,"5"
"38","38009","38150",Anjou,"4"
"34","34109","34320",Gabian,"4"
"34","34096","34600",FaugÃ¨res,"7"
"34","34159","34110",Mireval,"2"
"38","38318","38780",Pont-EvÃªque,"2"
"69","69287","69720",Saint-Bonnet-de-Mure,"2"
"34","34114","34150",Gignac,"2"
"83","83099","83480",Puget-sur-Argens,"2"
"38","38476","38440",Savas-MÃ©pin,"6"
"38","38077","38150",La Chapelle-de-Surieu,"6"
"26","26137","26400",Francillon-sur-Roubion,"7"
"34","34005","34190",AgonÃ¨s,"6"
"34","34125","34150",Lagamas,"6"
"30","30340","30210",ValliguiÃ¨res,"5"
"34","34128","34190",Laroque,"4"
"34","34074","34460",Cessenon-sur-Orb,"4"
"2","2090","2210",Billy-sur-Ourcq,"7"
"2","2610","2200",Pommiers,"7"
"45","45053","45250",Briare,"2"
"38","38160","38780",Eyzin-Pinet,"6"
"45","45083","45220",ChÃ¢teau-Renard,"3"
"78","78385","78200",MÃ©nerville,"7"
"45","45247","45700",Pannes,"4"
"69","69194","69370",Saint-Didier-au-Mont-d'Or,"1"
"38","38372","38620",Saint-Bueil,"7"
"38","38346","38440",Royas,"7"
"38","38408","38540",Saint-Just-Chaleyssin,"4"
"38","38019","38550",Auberives-sur-VarÃ¨ze,"3"
"84","84141","84270",VedÃ¨ne,"2"
"34","34210","34230",Le Pouget,"4"
"34","34220","34700",Le Puech,"7"
"38","38161","38260",Faramans,"5"
"38","38363","38270",Saint-BarthÃ©lemy,"6"
"38","38093","38980",ChÃ¢tenay,"7"
"1","1261","1390",Monthieux,"6"
"31","31385","31350",Montmaurin,"7"
"38","38199","38200",Jardin,"3"
"30","30350","30120",Le Vigan,"4"
"60","60537","60170",RibÃ©court-Dreslincourt,"3"
"38","38257","38690",Montrevel,"6"
"23","23247","23320",Saint-Vaury,"6"
"69","69191","69450",Saint-Cyr-au-Mont-d'Or,"1"
"6","6114","6730",Saint-AndrÃ©-de-la-Roche,"1"
"34","34153","34270",Les Matelles,"5"
"84","84136","84190",Vacqueyras,"6"
"38","38480","38780",SeptÃ¨me,"4"
"38","38344","38150",Roussillon,"2"
"44","44161","44530",Saint-Gildas-des-Bois,"4"
"31","31234","31480",Le GrÃ¨s,"3"
"38","38307","38270",Pisieu,"5"
"38","38508","38690",Torchefelon,"6"
"84","84109","84330",Saint-Hippolyte-le-Graveyron,"7"
"38","38003","38150",Agnin,"7"
"38","38452","38150",Saint-Romain-de-Surieu,"6"
"27","27562","27950",Saint-Marcel,"2"
"84","84096","84110",Rasteau,"7"
"38","38381","38110",Saint-Didier-de-la-Tour,"7"
"38","38457","38870",Saint-SimÃ©on-de-Bressieux,"4"
"38","38373","38500",Saint-Cassien,"7"
"86","86113","86240",Iteuil,"5"
"84","84115","84330",Saint-Pierre-de-Vassols,"7"
"38","38531","38620",Velanne,"7"
"38","38244","38122",Monsteroux-Milieu,"6"
"2","2148","2370",Celles-sur-Aisne,"7"
"30","30070","30130",Carsan,"6"
"38","38134","38122",Cour-et-Buis,"6"
"30","30165","30340",MÃ©jannes-lÃ¨s-AlÃ¨s,"5"
"38","38369","38110",Sainte-Blandine,"6"
"30","30217","30650",Rochefort-du-Gard,"2"
"38","38484","38200",Serpaize,"3"
"38","38287","38690",Oyeu,"7"
"38","38035","38440",Beauvoir-de-Marc,"7"
"38","38323","38480",Pressins,"6"
"84","84008","84330",Le Barroux,"7"
"84","84134","84850",Travaillan,"6"
"1","1362","1390",Saint-Jean-de-Thurigneux,"4"
"38","38084","38140",CharnÃ¨cles,"7"
"38","38332","38140",Renage,"5"
"84","84127","84830",SÃ©rignan-du-Comtat,"4"
"45","45101","45530",Combreux,"4"
"84","84031","84200",Carpentras,"2"
"84","84126","84110",SÃ©guret,"7"
"7","7215","7160",Saint-BarthÃ©lemy-le-Meil,"7"
"84","84111","84110",Saint-Marcellin-lÃ¨s-Vaison,"7"
"45","45126","45450",Donnery,"3"
"30","30355","30330",Saint-Paul-les-Fonts,"7"
"45","45316","45530",Sury-aux-Bois,"7"
"38","38324","38270",Primarette,"7"
"31","31209","31480",Garac,"6"
"38","38526","38470",Vatilieu,"7"
"60","60159","60200",CompiÃ¨gne,"2"
"39","39198","39100",Dole,"2"
"56","56137","56250",Monterblanc,"4"
"38","38523","38470",Varacieux,"7"
"38","38166","38530",La FlachÃ¨re,"7"
"38","38074","38470",Chantesse,"7"
"38","38310","38210",PoliÃ©nas,"7"
"38","38272","38160",Murinais,"7"
"91","91225","91450",Etiolles,"2"
"38","38559","38470",Vinay,"3"
"66","66054","66500",Conat,"7"
"38","38044","38690",Biol,"6"
"84","84082","84570",Mormoiron,"3"
"77","77479","77360",Vaires-sur-Marne,"2"
"45","45176","45340",Juranville,"6"
"31","31356","31530",Montaigut-sur-Save,"2"
"31","31164","31480",Drudas,"7"
"38","38500","38470",TÃªche,"7"
"38","38246","38110",Montagnieu,"5"
"34","34307","34160",Sussargues,"1"
"76","76350","76113",Hautot-sur-Seine,"1"
"84","84130","84190",Suzette,"7"
"84","84149","84150",ViolÃ¨s,"4"
"38","38460","38620",Saint-Sulpice-des-Rivoires,"7"
"69","69046","69390",Charly,"1"
"38","38434","38490",Saint-Ondras,"7"
"38","38420","38480",Saint-Martin-de-Vaulserre,"7"
"28","28337","28190",Saint-Georges-sur-Eure,"4"
"18","18096","18500",FoÃ«cy,"6"
"1","1424","1390",Tramoyes,"3"
"35","35239","35240",Retiers,"3"
"38","38331","38140",RÃ©aumont,"7"
"38","38256","38620",Montferrat,"7"
"69","69133","69390",Millery,"2"
"79","79148","79120",Lezay,"5"
"4","4209","4200",Sisteron,"2"
"91","91386","91540",Mennecy,"2"
"91","91521","91130",Ris-Orangis,"2"
"41","41232","41300",Salbris,"2"
"38","38388","38450",Saint-Georges-de-Commiers,"1"
"38","38524","38760",Varces-AlliÃ¨res-et-Risset,"1"
"38","38445","38220",Saint-Pierre-de-MÃ©sage,"1"
"84","84098","84110",Roaix,"6"
"84","84040","84110",Crestet,"7"
"38","38357","38490",Saint-AndrÃ©-le-Gaz,"5"
"38","38137","38210",Cras,"7"
"38","38086","38470",Chasselay,"7"
"38","38071","38560",Champ-sur-Drac,"1"
"38","38111","38640",Claix,"1"
"38","38254","38770",Monteynard,"7"
"38","38099","38160",ChevriÃ¨res,"7"
"91","91553","91250",Saint-Germain-lÃ¨s-Corbeil,"2"
"38","38153","38360",Engins,"7"
"79","79270","79400",Saint-Maixent-l'Ecole,"4"
"31","31454","31370",Rieumes,"2"
"38","38004","38470",L'Albenc,"4"
"26","26067","26340",Chalancon,"7"
"18","18148","18120",MÃ©reau,"7"
"2","2023","2210",ArmentiÃ¨res-sur-Ourcq,"7"
"86","86165","86500",Montmorillon,"3"
"39","39189","39500",Damparis,"7"
"18","18015","18700",Aubigny-sur-NÃ¨re,"4"
"38","38463","38160",Saint-VÃ©rand,"4"
"69","69249","69510",Thurins,"2"
"69","69010","69210",L'Arbresle,"2"
"69","69205","69290",Saint-Genis-les-OlliÃ¨res,"1"
"69","69040","69410",Champagne-au-Mont-d'Or,"1"
"31","31407","31380",Paulhac,"3"
"38","38386","38620",Saint-Geoire-en-Valdaine,"7"
"69","69116","69760",Limonest,"1"
"69","69052","69380",Chazay-d'Azergues,"2"
"82","82037","82300",Caussade,"3"
"31","31364","31140",Montberon,"2"
"76","76517","76230",Quincampoix,"3"
"41","41256","41300",Theillay,"7"
"77","77100","77820",Le ChÃ¢telet-en-Brie,"2"
"31","31410","31140",Pechbonnieu,"2"
"34","34218","34360",Prades-sur-Vernazobre,"7"
"83","83067","83590",Gonfaron,"2"
"31","31115","31230",Castelgaillard,"7"
"58","58151","58260",La Machine,"7"
"31","31057","31450",Belberaud,"2"
"69","69049","69380",Chasselay,"2"
"69","69127","69280",Marcy-l'Etoile,"1"
"31","31216","31380",GÃ©mil,"3"
"69","69250","69890",La Tour-de-Salvagny,"1"
"69","69112","69210",Lentilly,"2"
"69","69056","69380",Chessy,"4"
"69","69094","69290",GrÃ©zieu-la-Varenne,"2"
"58","58218","58700",PrÃ©mery,"7"
"77","77001","77760",AchÃ¨res-la-ForÃªt,"3"
"70","70026","70100",Arc-lÃ¨s-Gray,"5"
"34","34245","34360",Saint-Chinian,"3"
"31","31273","31180",Lapeyrouse-Fossat,"2"
"34","34203","34850",Pinet,"3"
"2","2292","2400",Etampes-sur-Marne,"3"
"58","58303","58640",Varennes-Vauzelles,"4"
"34","34010","34150",Aniane,"3"
"34","34229","34220",Riols,"6"
"83","83073","83340",Le Luc,"2"
"38","38433","38250",Saint-Nizier-du-Moucherotte,"6"
"38","38417","38660",Sainte-Marie-d'Alloix,"6"
"34","34018","34480",Autignac,"6"
"34","34039","34140",Bouzigues,"2"
"38","38545","38450",Vif,"1"
"28","28116","28190",Courville-sur-Eure,"4"
"34","34232","34460",Roquebrun,"7"
"34","34197","34800",PÃ©ret,"6"
"34","34175","34800",MourÃ¨ze,"7"
"2","2249","2220",Cuiry-Housse,"7"
"38","38402","38220",Saint-Jean-de-Vaulx,"7"
"77","77038","77350",Boissettes,"2"
"34","34051","34800",Canet,"3"
"28","28358","28300",Saint-Prest,"3"
